LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK,TIKA,15044,2099,5/16/2016 11:13:56 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HOLLY,15241,2099,7/18/2013 11:12:39 AM
Dog Lifetime Neutered Male,SCHNOODLE,BLACK,LEO,15202,2099,7/18/2013 1:02:47 PM
Dog Lifetime Neutered Male,HAVANESE,WHITE/BLACK,COOPER,15129,2099,7/22/2013 8:24:00 AM
Dog Senior Lifetime Neutered Male,CANE CORSO,RED,HOOVER,15215,2099,7/22/2013 8:24:00 AM
Dog Lifetime Duplicate,CANE CORSO,RED,HOOVER,15215,2099,2/21/2014 8:34:46 AM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,ROMEO,15239,2099,7/19/2013 2:27:51 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SADIE,15237,2099,7/25/2013 8:36:18 AM
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SADIE,15237,2099,7/25/2013 8:36:19 AM
Dog Lifetime Female,TERRIER MIX,SPOTTED,JESSIE,15143,2099,3/4/2015 2:27:55 PM
Dog Lifetime Spayed Female,TERRIER MIX,SPOTTED,JESSIE,15143,2099,3/4/2015 2:27:55 PM
Dog Lifetime Duplicate,TERRIER MIX,SPOTTED,JESSIE,15143,2099,12/24/2019 9:50:14 AM
Dog Lifetime Neutered Male,MIXED,WHITE,TEDDY,15241,2099,7/22/2013 11:10:53 AM
Dog Lifetime Male,GREAT DANE,BLACK,MAGNUM,15235,2099,7/22/2013 11:15:31 AM
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/TAN,T.J.,15227,2099,7/22/2013 11:18:02 AM
Dog Lifetime Spayed Female,YORKSHIRE TERR MIX,BLONDE,DOODLE,15227,2099,7/22/2013 11:19:39 AM
Dog Senior Lifetime Neutered Male,AM PIT BULL TERRIER,BLACK/BRINDLE,LUCA,15147,2099,6/23/2016 2:58:39 PM
Dog Lifetime Neutered Male,AUS CATTLE DOG,WHITE/BLACK,GRADY,15136,2099,7/23/2013 8:46:30 AM
Dog Lifetime Spayed Female,ENG COONHOUND,WHITE/BROWN,LILY,15136,2099,7/23/2013 8:46:30 AM
Dog Senior Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,ROXY,15106,2099,5/22/2020 2:17:27 PM
Dog Senior Lifetime Male,BOSTON TERRIER,BLACK WITH WHITE,BAM BAM,15106,2099,7/23/2013 1:44:13 PM
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,SMOKEY,15034,2099,7/25/2013 8:36:16 AM
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BLACK,SMOKEY,15034,2099,4/7/2014 9:04:31 AM
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BLACK,SMOKEY,15034,2099,6/18/2014 2:47:15 PM
Dog Lifetime Neutered Male,BOXER,WHITE/BROWN,REX,15025,2099,7/25/2013 8:36:16 AM
Dog Lifetime Spayed Female,OLD ENG BULLDOG,WHITE/BROWN,ROXY WALKER,15239,2099,7/23/2013 2:31:22 PM
Dog Lifetime Female,LABRADOR RETRIEVER,BLACK,LUCY WATTERS,15238,2099,7/23/2013 2:33:19 PM
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BLACK,LUCY WATTERS,15238,2099,2/26/2014 3:02:52 PM
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BLACK,LUCY WATTERS,15238,2099,1/30/2020 2:35:51 PM
Dog Senior Lifetime Neutered Male,GREAT DANE MIX,BROWN,HANK,15122,2099,7/23/2013 2:36:25 PM
Dog Lifetime Neutered Male,DACHSHUND,BROWN,TIGGER,15236,2099,7/23/2013 2:44:54 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,YELLOW,LOLA,15101,2099,7/23/2013 3:04:31 PM
Dog Lifetime Spayed Female,GOLDENDOODLE,BLACK/BROWN,NITTANY,15237,2099,11/20/2013 3:22:01 PM
Dog Lifetime Spayed Female,RAT TERRIER,WHITE/BLACK/BROWN,IZZY,15044,2099,7/24/2013 10:15:49 AM
Dog Senior Lifetime Spayed Female,SHIH TZU MIX,WHITE/BLACK,MARIPOSA,15139,2099,7/24/2013 10:38:25 AM
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,BLACK/MERLE,OLIVER,15229,2099,7/24/2013 10:41:09 AM
Dog Senior Lifetime Female,CHIHUAHUA,WHITE/BLACK/BROWN,MOLLY,15065,2099,7/24/2013 10:52:13 AM
Dog Senior Lifetime Spayed Female,JACK RUSSEL TERRIER,WHITE/BLACK,MAYA,15084,2099,7/24/2013 10:55:22 AM
Dog Lifetime Male,SIB HUSKY MIX,WHITE/TAN,DENALI,15206,2099,7/24/2013 11:08:26 AM
Dog Lifetime Spayed Female,MALTESE,TAN,MURPHY,15017,2099,7/24/2013 11:11:41 AM
Dog Lifetime Spayed Female,BOXER,FAWN,DELANEY,15227,2099,7/24/2013 11:19:11 AM
Dog Lifetime Neutered Male,BOSTON TERRIER,BRINDLE,ANDRE,15122,2099,7/24/2013 11:49:45 AM
Dog Lifetime Neutered Male,LAB MIX,MULTI,MARS,15068,2099,7/24/2013 12:03:10 PM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,RUXIN,15129,2099,1/13/2014 12:54:40 PM
Dog Lifetime Spayed Female,GREYHOUND,BLACK WITH WHITE,GOOFY,15216,2099,7/24/2013 12:53:56 PM
Dog Lifetime Neutered Male,MALTESE,WHITE,BUSTER,15106,2099,7/24/2013 1:11:49 PM
Dog Lifetime Spayed Female,BISHON FRISE MIX,WHITE/BROWN,ELLA,15044,2099,7/24/2013 1:11:49 PM
Dog Out of County Transfer - Lifetime,AIREDALE TERRIER,BLACK/TAN,WALLACE,15108,2099,7/24/2013 1:42:20 PM
Dog Lifetime Neutered Male,ENG BULLDOG,WHITE/BROWN,OSCAR,15090,2099,7/25/2013 8:36:23 AM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BUDDY VASKO,15239,2099,7/24/2013 2:35:56 PM
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,SOPHIE,15143,2099,5/26/2015 1:17:43 PM
Dog Lifetime Neutered Male,BOXER MIX,BLACK/BRINDLE,STU,15236,2099,8/26/2013 8:40:08 AM
Dog Lifetime Spayed Female,PARSON RUSSELL TERR,SPOTTED,BELLA,15044,2099,7/25/2013 1:28:41 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK,LAYLA,15236,2099,7/26/2013 8:40:55 AM
Dog Lifetime Spayed Female,MIXED,TRI-COLOR,LUCY,15132,2099,7/25/2013 2:01:58 PM
Dog Lifetime Duplicate,MIXED,TRI-COLOR,LUCY,15132,2099,2/18/2014 2:06:39 PM
Dog Lifetime Neutered Male,LABRADOODLE,BLACK,CODY,15236,2099,7/25/2013 2:23:28 PM
Dog Lifetime Spayed Female,DACHSHUND MIX,BROWN,NOEL,15025,2099,7/25/2013 2:25:12 PM
Dog Lifetime Spayed Female,COCKAPOO,BLACK/BROWN,SHILOH,15143,2099,7/25/2013 2:27:42 PM
Dog Senior Lifetime Neutered Male,SCHNAUZER MIN,BLACK/SILVER,MAXX,15102,2099,7/25/2013 2:31:21 PM
Dog Lifetime Duplicate,SCHNAUZER MIN,BLACK/SILVER,MAXX,15102,2099,8/12/2015 12:28:27 PM
Dog Lifetime Duplicate,SCHNAUZER MIN,BLACK/SILVER,MAXX,15102,2099,10/15/2015 11:09:13 AM
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,JUMPER,15209,2099,7/26/2013 1:32:08 PM
Dog Senior Lifetime Spayed Female,IRISH SETTER,RED,SKYE,15223,2099,7/26/2013 2:26:26 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,SYDNEY,15147,2099,7/26/2013 2:26:27 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,MURPHY,15235,2099,7/26/2013 2:26:28 PM
Dog Lifetime Spayed Female,COCKER SPANIEL MIX,BLONDE,DANI,15235,2099,7/26/2013 2:26:28 PM
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,PARKER,15209,2099,7/29/2013 8:53:45 AM
Dog Lifetime Neutered Male,BORD COLLIE MIX,WHITE/BLACK/BROWN,SLY,15132,2099,7/29/2013 8:53:46 AM
Dog Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK,STELLA,15132,2099,7/29/2013 8:53:46 AM
Dog Lifetime Duplicate,BORD COLLIE MIX,WHITE/BLACK,STELLA,15132,2099,9/23/2020 12:51:09 PM
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,WHITE/BLACK/BROWN,CC,15071,2099,7/29/2013 8:53:47 AM
Dog Lifetime Neutered Male,POODLE TOY,APRICOT,GIBBS,15237,2099,7/29/2013 10:24:46 AM
Dog Lifetime Neutered Male,SIB HUSKY,CREAM,BLU,15227,2099,7/29/2013 10:27:29 AM
Dog Lifetime Male,LABRADOR RETRIEVER,YELLOW,TOBY,15137,2099,7/29/2013 10:29:19 AM
Dog Lifetime Neutered Male,LAB MIX,BLACK,ARNIE,15101,2099,7/29/2013 11:46:27 AM
Dog Lifetime Duplicate,LAB MIX,BLACK,ARNIE,15101,2099,8/19/2016 8:48:31 AM
Dog Lifetime Neutered Male,HOUND MIX,WHITE/BROWN,DOUG,15237,2099,7/29/2013 11:46:28 AM
Dog Lifetime Spayed Female,SCHNAUZER STANDARD,BLACK,ZOE,15129,2099,7/29/2013 11:46:28 AM
Dog Lifetime Spayed Female,SCHNAUZER STANDARD,GREY,STELLA,15129,2099,7/29/2013 11:46:29 AM
Dog Senior Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,MAX,15235,2099,7/29/2013 12:39:58 PM
Dog Lifetime Neutered Male,MIXED,WHITE,GOOBER,15025,2099,7/29/2013 1:15:30 PM
Dog Senior Lifetime Spayed Female,COCKER SPANIEL,FAWN,KATIE,15131,2099,7/29/2013 1:39:50 PM
Dog Lifetime Neutered Male,MASTIFF,BRINDLE,NIGEL,15122,2099,7/29/2013 2:36:04 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,LILY SCHWERIN,15086,2099,7/29/2013 2:40:24 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED/BLONDE,EMBER,15015,2099,1/7/2015 9:47:10 AM
Dog Lifetime Spayed Female,BLUETICK COONHOUND,BROWN,ETHEL,15102,2099,7/30/2013 1:17:00 PM
Dog Lifetime Spayed Female,BLUETICK COONHOUND,BROWN,LUCY,15102,2099,7/30/2013 1:17:00 PM
Dog Lifetime Spayed Female,CHIHUAHUA,BLACK/BROWN,GINGER SPICE,15239,2099,7/30/2013 2:29:30 PM
Dog Lifetime Spayed Female,CHIHUAHUA MIX,WHITE/BLACK/BROWN,ROXY,15044,2099,7/30/2013 3:49:12 PM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,SILVER,BRODY,15147,2099,7/30/2013 3:52:12 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,GINGER,15132,2099,4/25/2016 12:04:29 PM
Dog Lifetime Spayed Female,SHIH TZU MIX,WHITE,ELLIE,15227,2099,7/31/2013 9:09:47 AM
Dog Senior Lifetime Spayed Female,AM STAFF TERRIER,BRINDLE,BLACK MAGIC,15241,2099,
Dog Lifetime Spayed Female,AM STAFF TERRIER,BRINDLE,BLACK MAGIC,15241,2099,7/31/2013 9:13:21 AM
Dog Senior Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/TAN,SADIE,15133,2099,7/31/2013 11:35:50 AM
Dog Lifetime Spayed Female,CHIHUAHUA,TAN,JOY,15120,2099,7/31/2013 2:15:07 PM
Dog Lifetime Neutered Male,ROTTWEILER,BLACK/BROWN,COOPER,15139,2099,8/1/2013 8:38:59 AM
Dog Lifetime Spayed Female,TERRIER MIX,BLACK WITH WHITE,ARYA,15139,2099,8/1/2013 8:39:00 AM
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,LAYLA,15135,2099,1/16/2014 11:17:48 AM
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE/BLACK,PETTY,15135,2099,1/16/2014 11:17:48 AM
Dog Lifetime Neutered Male,GOLDENDOODLE,GOLD,JUDD,15065,2099,7/31/2013 2:39:53 PM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,CODY,15146,2099,8/9/2013 3:35:59 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,MAXIMUS,15143,2099,2/27/2014 11:08:24 AM
Dog Lifetime Neutered Male,POODLE STANDARD,WHITE,TAKODA,15044,2099,8/1/2013 12:36:24 PM
Dog Lifetime Spayed Female,PUG,BLACK/TAN,ANGEL ZITELLO,15202,2099,8/1/2013 1:02:58 PM
Dog Lifetime Neutered Male,NEWFOUNDLAND,BLACK,BOGIE,15205,2099,8/1/2013 1:52:10 PM
Dog Lifetime Neutered Male,POODLE STANDARD,WHITE,MICKEY,15122,2099,8/2/2013 8:45:25 AM
Dog Lifetime Neutered Male,SHIH TZU MIX,MULTI,BEAR,15122,2099,1/13/2014 1:01:13 PM
Dog Lifetime Spayed Female,KING SHEPHERD,BLACK/BROWN,WILLOW,15237,2099,8/1/2013 3:38:49 PM
Dog Lifetime Spayed Female,TERRIER MIX,TAN,HOLLY,15234,2099,8/1/2013 3:42:52 PM
Dog Lifetime Neutered Male,CAIRN TERRIER,BLACK/BROWN,TANNER,15237,2099,1/3/2014 12:17:07 PM
Dog Lifetime Neutered Male,TERRIER MIX,BLACK/BROWN,FINLEY,15234,2099,8/2/2013 1:46:04 PM
Dog Senior Lifetime Spayed Female,DOBERMAN PINSCHER,BLACK/TAN,JADE,15238,2099,8/2/2013 2:09:17 PM
Dog Senior Lifetime Neutered Male,DOBERMAN PINSCHER,BLACK/TAN,TITAN,15238,2099,8/2/2013 2:19:19 PM
Dog Lifetime Neutered Male,TERRIER,BLUE,CHEWIE,15235,2099,8/5/2013 8:34:44 AM
Dog Lifetime Neutered Male,COLLIE MIX,WHITE/BLACK,HARRY,15014,2099,8/2/2013 2:38:16 PM
Dog Lifetime Spayed Female,BEAGLE MIX,BLACK/BROWN,TALIA,15101,2099,6/12/2017 1:52:15 PM
Dog Lifetime Spayed Female,FRENCH BULLDOG,BLACK/BROWN,LADY PENELOPE,15090,2099,8/6/2013 8:29:57 AM
Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/RED,REGGIE,15025,2099,8/6/2013 8:29:58 AM
Dog Lifetime Neutered Male,HAVANESE,WHITE/BROWN,COOPER FINLEY,15046,2099,1/15/2014 9:31:41 AM
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,BLUE,LUKE,15037,2099,8/6/2013 8:30:11 AM
Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,PEPPERMINT PATTY,15108,2099,4/10/2019 2:00:00 PM
Dog Lifetime Spayed Female,BORDER TERRIER,WHITE/BLACK,LOLA,15221,2099,8/6/2013 12:50:01 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK,LAYLA,15143,2099,8/6/2013 12:56:02 PM
Dog Senior Lifetime Neutered Male,DOBERMAN PINSCHER,RED,GAZI,15147,2099,8/6/2013 1:02:14 PM
Dog Lifetime Male,ENG BULLDOG,RED,ROCCO,15214,2099,8/7/2013 8:24:20 AM
Dog Lifetime Neutered Male,DACHSHUND,TAN,JAKE,15106,2099,8/7/2013 8:24:21 AM
Dog Senior Lifetime Spayed Female,CHIHUAHUA,BLACK/BROWN,DAISEY,15237,2099,8/6/2013 1:35:10 PM
Dog Lifetime Neutered Male,MIN PINSCHER,BLACK/BROWN,SPAZ,15223,2099,8/6/2013 1:43:58 PM
Dog Lifetime Spayed Female,ITALIAN GREYHOUND,WHITE/GREY,PIXIE SUE TOM,15131,2099,8/6/2013 3:46:46 PM
Dog Lifetime Male,GER SHEPHERD,BLACK/BROWN,ZEUS,15106,2099,8/6/2013 3:53:11 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,RED,HEATH,15241,2099,8/6/2013 3:55:39 PM
Dog Senior Lifetime Male,POODLE MIX,BLACK,BEAR,15236,2099,2/12/2018 11:41:35 AM
Dog Lifetime Neutered Male,GOLDENDOODLE,WHITE/APRICOT,POTTER,15116,2099,12/7/2017 1:39:11 PM
Dog Senior Lifetime Male,POODLE MIX,BLACK,YOGI,15236,2099,2/12/2018 11:41:35 AM
Dog Lifetime Male,ENG SHEPHERD,TRI-COLOR,DUKE,15015,2099,8/7/2013 2:51:02 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK,BELLA,15106,2099,2/6/2017 12:09:50 PM
Dog Lifetime Neutered Male,SCHNOODLE,BROWN/BLONDE,SCOUT,15216,2099,2/9/2016 2:05:58 PM
Dog Lifetime Spayed Female,BORDER TERRIER,WHITE/BRINDLE,POPPY,15202,2099,8/8/2013 11:22:09 AM
Dog Lifetime Neutered Male,BRITTANY SPANIEL,WHITE/RED,JAKE,15238,2099,8/8/2013 12:04:06 PM
Dog Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,ABBY,15122,2099,8/9/2013 8:34:35 AM
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/TAN,PIPER,15143,2099,8/8/2013 3:10:29 PM
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/TAN,MARLEY,15143,2099,8/8/2013 3:10:29 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,DRAKE,15239,2099,12/30/2014 8:54:41 AM
Dog Lifetime Duplicate,BOSTON TERRIER,WHITE/BLACK,GEMMA,15237,2099,7/11/2014 8:43:57 AM
Dog Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,GEMMA,15237,2099,8/12/2013 8:25:18 AM
Dog Lifetime Spayed Female,COLLIE,WHITE/BROWN,LADY,15146,2099,8/12/2013 8:25:18 AM
Dog Lifetime Spayed Female,LAB MIX,BLACK,WILLOW,15071,2099,6/25/2018 10:25:21 AM
Dog Lifetime Spayed Female,AM PITT BULL MIX,WHITE,KAYA,15228,2099,8/9/2013 3:39:12 PM
Dog Lifetime Spayed Female,VIZSLA,RUST,KIMBER,15044,2099,2/3/2014 3:17:15 PM
Dog Lifetime Spayed Female,MIXED,BLACK/GREY,SYLVIE,15221,2099,8/13/2013 11:29:33 AM
Dog Lifetime Neutered Male,GOLDENDOODLE,WHITE,MAX,15108,2099,8/13/2013 11:40:14 AM
Dog Lifetime Spayed Female,POMERANIAN,BLONDE,HOLLY BEAR,15229,2099,8/13/2013 11:43:06 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,MOCHA,15241,2099,8/13/2013 11:45:53 AM
Dog Senior Lifetime Neutered Male,LAB MIX,WHITE,TEDDY,15037,2099,8/13/2013 11:48:15 AM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,SONIC,15120,2099,8/13/2013 11:51:12 AM
Dog Lifetime Neutered Male,LAB MIX,BLACK,NIGHTREAUX,15090,2099,8/13/2013 2:46:45 PM
Dog Lifetime Spayed Female,BLACKMOUTH CUR,BROWN,IZZY,15044,2099,1/23/2014 1:12:44 PM
Dog Lifetime Spayed Female,DACHSHUND MIX,BROWN,ZOE,15122,2099,8/14/2013 1:07:55 PM
Dog Lifetime Duplicate,DACHSHUND MIX,BROWN,ZOE,15122,2099,
Dog Lifetime Duplicate,DACHSHUND MIX,BROWN,ZOE,15122,2099,
Dog Lifetime Duplicate,DACHSHUND MIX,BROWN,ZOE,15122,2099,4/19/2017 1:05:40 PM
Dog Lifetime Duplicate,DACHSHUND MIX,BROWN,ZOE,15122,2099,4/19/2017 1:05:40 PM
Dog Lifetime Spayed Female,BEAGLE MIX,BRINDLE,BRYAN,15120,2099,8/16/2013 9:13:45 AM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,GENO,15227,2099,11/19/2013 3:22:17 PM
Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,ANNIE,15129,2099,1/15/2014 3:39:04 PM
Dog Lifetime Female,W HGHLND WH TERRIER,WHITE,MAGAIDH,15238,2099,8/16/2013 9:13:58 AM
Dog Lifetime Neutered Male,POODLE STANDARD,SPOTTED,CHANCE,15235,2099,8/16/2013 9:13:58 AM
Dog Lifetime Spayed Female,COCKER SPANIEL,WHITE,SOFIE,15018,2099,8/16/2013 9:14:00 AM
Dog Lifetime Neutered Male,BASSET HOUND,WHITE/RED,HANK,15227,2099,8/14/2013 3:16:52 PM
Dog Lifetime Spayed Female,BULLMASTIFF,FAWN,BETTY,15237,2099,8/16/2013 9:14:01 AM
Dog Lifetime Female,ROTTWEILER,BLACK,WCRSBALEIGH VON BRIDGE,15068,2099,8/14/2013 3:20:00 PM
Dog Lifetime Spayed Female,HAVANESE,SABLE,CASSIE,15106,2099,8/14/2013 3:22:41 PM
Dog Lifetime Neutered Male,AM BULLDOG,WHITE,CAPONE,15017,2099,8/14/2013 3:26:08 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,RUBY,15044,2099,8/15/2013 9:29:47 AM
Dog Lifetime Spayed Female,BOXER,BROWN,PENNY,15237,2099,8/15/2013 10:02:44 AM
Dog Lifetime Spayed Female,YORKSHIRE TERR MIX,BLACK,LEXI PUFFLES CLOSE,15143,2099,5/22/2014 1:20:32 PM
Dog Lifetime Neutered Male,GER SHEPHERD,RED,BANDIT,15132,2099,8/16/2013 9:14:08 AM
Dog Lifetime Spayed Female,BULLMASTIFF,FAWN,JULIET NANIA,15239,2099,8/16/2013 9:14:09 AM
Dog Lifetime Spayed Female,SCOTTISH TERRIER,BLACK,MAGGIE,15148,2099,
Dog Lifetime Neutered Male,BOXER,BROWN,ERNIE,15237,2099,8/15/2013 3:10:49 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,DAISY,15235,2099,8/15/2013 3:12:38 PM
Dog Lifetime Spayed Female,BRUSSELS GRIFFON,BROWN,LUCY,15147,2099,8/15/2013 3:14:41 PM
Dog Lifetime Spayed Female,BULLDOG,BROWN/TAN/BRINDLE,LUCY BODNAR,15237,2099,8/16/2013 1:51:44 PM
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MELISSA,15235,2099,8/16/2013 1:55:00 PM
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,HARLEY,15229,2099,8/16/2013 2:28:55 PM
Dog Lifetime Neutered Male,MALTESE,WHITE,JAX,15143,2099,8/19/2013 8:50:14 AM
Dog Lifetime Neutered Male,MIXED,BLACK/TAN,NEVILLE,15106,2099,8/19/2013 8:50:14 AM
Dog Lifetime Duplicate,MIXED,BLACK/TAN,NEVILLE,15106,2099,3/5/2019 12:38:28 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK,ALICE,15144,2099,8/19/2013 8:50:16 AM
Dog Senior Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MIA,15147,2099,12/3/2013 3:24:16 PM
Dog Lifetime Spayed Female,NEWFOUNDLAND,BLACK,KODA,15227,2099,8/19/2013 3:32:02 PM
Dog Lifetime Spayed Female,SHIH TZU,BLACK,LEXI,15235,2099,8/19/2013 3:34:54 PM
Dog Senior Lifetime Spayed Female,HOUND MIX,BLACK/BROWN,ROSIE,15205,2099,8/26/2013 11:56:52 AM
Dog Lifetime Spayed Female,FRENCH BULLDOG,WHITE,PIPER,15221,2099,8/20/2013 3:06:34 PM
Dog Lifetime Spayed Female,SHEPHERD MIX,BLACK/BROWN,PENELOPE,15116,2099,8/20/2013 3:12:58 PM
Dog Lifetime Neutered Male,CHIHUAHUA MIX,SPOTTED,LORENZO,15120,2099,8/20/2013 3:18:29 PM
Dog Lifetime Spayed Female,BLUE HEELER,WHITE/BLACK/BROWN,GRACE BRESSAN,15241,2099,5/20/2015 8:41:04 AM
Dog Lifetime Spayed Female,BLUE HEELER,BLACK/GREY,STELLA,15241,2099,5/15/2015 9:28:39 AM
Dog Senior Lifetime Neutered Male,BICHON FRISE,WHITE,BUDDY,15120,2099,8/22/2013 9:07:37 AM
Dog Lifetime Spayed Female,MIXED,BLACK,LUNA,15120,2099,8/22/2013 9:33:37 AM
Dog Lifetime Neutered Male,CHIHUAHUA,BUFF,BING BING,15227,2099,8/22/2013 10:08:17 AM
Dog Lifetime Neutered Male,LABRADOODLE,BROWN,COPPER,15102,2099,2/2/2017 11:39:13 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,OTIS,15129,2099,8/22/2013 1:36:26 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SOPHIE,15025,2099,8/22/2013 3:55:14 PM
Dog Lifetime Neutered Male,WEIMARANER,BLUE,ASTRO,15090,2099,2/5/2016 12:48:07 PM
Dog Lifetime Neutered Male,SHIH TZU,WHITE,COSMO,15044,2099,8/23/2013 12:04:28 PM
Dog Lifetime Spayed Female,BOXER MIX,BLACK/BROWN,ROOBY DOO,15006,2099,8/23/2013 12:56:27 PM
Dog Senior Lifetime Neutered Male,BOXER MIX,WHITE/BROWN,CHARLIE,15005,2099,8/23/2013 2:16:14 PM
Dog Lifetime Spayed Female,DACHSHUND,RED,SYDNEY,15143,2099,8/26/2013 8:57:10 AM
Dog Lifetime Neutered Male,WEIMARANER,SILVER,COOPER,15106,2099,8/26/2013 8:59:53 AM
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,BELL,15129,2099,8/26/2013 9:08:14 AM
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BROWN,ELLIE,15238,2099,2/20/2014 3:47:40 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,RUBY EGYED,15044,2099,4/25/2014 3:16:27 PM
Dog Lifetime Neutered Male,CHOW CHOW MIX,BLACK,GUNNER,15235,2099,8/26/2013 1:11:35 PM
Dog Lifetime Spayed Female,GREYHOUND,TAN,HOLLY,15129,2099,8/27/2013 8:55:32 AM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,OTHER,BAILEY,15241,2099,
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,OTHER,BAILEY,15241,2099,8/27/2013 8:55:33 AM
Dog Lifetime Spayed Female,COCKER SPANIEL,TRI-COLOR,CASEY,15146,2099,8/26/2013 2:40:42 PM
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,MURPHY,15139,2099,8/26/2013 2:38:29 PM
Dog Lifetime Neutered Male,GREAT DANE,.,CHIEF ORIE,15241,2099,8/27/2013 3:06:27 PM
Dog Lifetime Spayed Female,MIXED,BUFF,MAISY ROO KELLY,15129,2099,8/27/2013 3:08:46 PM
Dog Lifetime Spayed Female,MIXED,BRINDLE,MAGGIE MAE,15146,2099,8/27/2013 3:15:01 PM
Dog Senior Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,LILLY,15241,2099,8/27/2013 3:27:52 PM
Dog Lifetime Neutered Male,DOBERMAN PINSCHER,BROWN,PIRATE,15106,2099,8/27/2013 3:41:42 PM
Dog Lifetime Spayed Female,SHIH TZU,BLACK,MACY,15044,2099,8/29/2013 8:40:14 AM
Dog Lifetime Spayed Female,PAPILLON,MULTI,PIPER,15108,2099,8/28/2013 2:28:32 PM
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,WHITE,REX,15129,2099,8/28/2013 3:00:07 PM
Dog Senior Lifetime Neutered Male,AM PIT BULL TERRIER,BROWN,CASH,15101,2099,8/28/2013 3:26:46 PM
